timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,8868,5508,9916,3430
100,8868,5497,9905,3432
200,8879,5502,9907,3428
300,8877,5504,9915,3418
400,8873,5513,9911,3428
500,8868,5503,9906,3420
600,8875,5506,9915,3440
700,8877,5505,9908,3438
800,8880,5498,9910,3421
900,8870,5499,9912,3427
1000,8864,5504,9915,3430
1100,8872,5500,9909,3425
1200,8869,5508,9908,3434
1300,8871,5505,9915,3422
1400,8876,5500,9904,3435
1500,8870,5496,9904,3425
1600,8881,5503,9910,3437
1700,8881,5503,9908,3426
1800,8886,5499,9907,3436
1900,8864,5509,9901,3428
2000,8889,5505,9904,3430
2100,8874,5501,9916,3445
2200,8881,5505,9906,3427
2300,8865,5506,9909,3429
2400,8879,5502,9906,3444
2500,8867,5511,9909,3432
2600,8874,5505,9914,3437
2700,8870,5505,9904,3436
2800,8880,5505,9900,3424
2900,8876,5493,9902,3429
3000,8865,5511,9898,3432
3100,8862,5506,9904,3428
3200,8874,5504,9907,3437
3300,8865,5509,9907,3430
3400,8871,5503,9905,3437
3500,8868,5512,9904,3435
3600,8868,5514,9904,3424
3700,8885,5507,9895,3425
3800,8875,5501,9903,3419
3900,8880,5504,9901,3431
4000,8866,5511,9904,3430
4100,8878,5506,9902,3430
4200,8880,5501,9908,3428
4300,8864,5503,9905,3433
4400,8873,5501,9901,3431
4500,8878,5507,9898,3419
4600,8871,5510,9903,3428
4700,8868,5507,9913,3437
4800,8875,5507,9904,3442
4900,8869,5513,9896,3440
5000,8864,5503,9913,3426
5100,8868,5506,9907,3454
5200,8868,5505,9910,3419
5300,8875,5502,9915,3438
5400,8868,5511,9905,3431
5500,8878,5498,9892,3428
5600,8869,5508,9909,3433
5700,8860,5508,9897,3429
5800,8883,5508,9902,3414
5900,8869,5501,9902,3438
6000,8878,5508,9901,3432
6100,8864,5504,9903,3433
6200,8889,5499,9905,3428
6300,8870,5506,9908,3431
6400,8875,5498,9909,3434
6500,8870,5506,9907,3437
6600,8866,5506,9896,3426
6700,8877,5505,9901,3430
6800,8891,5492,9900,3437
6900,8879,5504,9898,3437
7000,8870,5501,9899,3427
7100,8869,5500,9907,3424
7200,8879,5508,9902,3431
7300,8870,5507,9917,3437
7400,8887,5504,9908,3446
7500,8872,5503,9899,3423
7600,8872,5502,9906,3434
7700,8879,5511,9896,3440
7800,8882,5506,9904,3435
7900,8868,5501,9904,3430
8000,8869,5515,9905,3440
8100,8869,5509,9906,3430
8200,8860,5505,9905,3436
8300,8869,5506,9914,3440
8400,8877,5497,9911,3443
8500,8869,5511,9898,3435
8600,8880,5498,9915,3425
8700,8880,5505,9905,3440
8800,8872,5505,9905,3438
8900,8879,5509,9908,3437
9000,8872,5502,9901,3433
9100,8883,5506,9913,3435
9200,8858,5503,9908,3432
9300,8870,5506,9909,3431
9400,8878,5504,9906,3432
9500,8871,5505,9911,3439
9600,8879,5495,9904,3428
9700,8873,5506,9914,3433
9800,8875,5502,9909,3443
9900,8864,5504,9912,3437
