timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,8884,5503,8980,2865
100,8871,5507,8978,2837
200,8882,5490,8980,2845
300,8865,5502,8980,2849
400,8877,5502,8985,2851
500,8878,5500,8980,2851
600,8897,5496,8990,2857
700,8896,5506,8987,2853
800,8870,5496,8981,2852
900,8864,5502,8983,2855
1000,8887,5501,8982,2852
1100,8890,5507,8989,2857
1200,8897,5505,8991,2857
1300,8885,5498,8984,2858
1400,8893,5506,8983,2853
1500,8885,5496,8983,2853
1600,8871,5502,8983,2858
1700,8894,5506,8983,2865
1800,8880,5498,8987,2853
1900,8876,5500,8976,2845
2000,8891,5498,8985,2855
2100,8884,5507,8990,2855
2200,8877,5497,8979,2847
2300,8885,5498,8980,2854
2400,8896,5497,8984,2855
2500,8880,5502,8988,2858
2600,8867,5499,8989,2848
2700,8873,5505,8983,2859
2800,8882,5500,8983,2847
2900,8883,5503,8986,2860
3000,8890,5502,8982,2851
3100,8889,5498,8982,2863
3200,8870,5500,8979,2853
3300,8885,5504,8984,2852
3400,8876,5503,8978,2850
3500,8885,5505,8985,2849
3600,8874,5491,8991,2864
3700,8872,5499,8981,2845
3800,8887,5499,8987,2852
3900,8894,5504,8980,2866
4000,8906,5499,8980,2855
4100,8874,5500,8987,2856
4200,8877,5495,8983,2856
4300,8873,5505,8991,2858
4400,8877,5498,8974,2859
4500,8880,5499,8980,2848
4600,8895,5499,8986,2851
4700,8884,5496,8983,2845
4800,8888,5499,8992,2854
4900,8877,5499,8989,2853
5000,8884,5498,8983,2864
5100,8875,5505,8983,2859
5200,8879,5498,8988,2865
5300,8872,5502,8980,2858
5400,8881,5498,8988,2863
5500,8876,5507,8988,2853
5600,8888,5504,8989,2870
5700,8876,5504,8983,2857
5800,8888,5507,8983,2860
5900,8879,5498,8998,2860
6000,8894,5500,8988,2860
6100,8885,5502,8985,2862
6200,8872,5500,8986,2862
6300,8903,5501,8984,2863
6400,8880,5501,8985,2857
6500,8890,5504,8988,2872
6600,8899,5501,8985,2863
6700,8879,5499,8987,2859
6800,8888,5506,8987,2857
6900,8884,5501,8990,2860
7000,8876,5499,8994,2844
7100,8895,5498,8983,2855
7200,8878,5500,8987,2861
7300,8884,5506,8981,2852
7400,8875,5498,8978,2858
7500,8888,5493,8996,2862
7600,8884,5507,8989,2861
7700,8883,5504,8990,2854
7800,8870,5497,8988,2869
7900,8891,5497,8985,2859
8000,8888,5502,8985,2854
8100,8883,5500,8989,2858
8200,8870,5491,8993,2849
8300,8883,5501,8989,2846
8400,8879,5500,8985,2858
8500,8887,5502,8979,2852
8600,8893,5503,8987,2853
8700,8889,5509,8980,2855
8800,8883,5500,8984,2851
8900,8874,5507,8989,2860
9000,8887,5502,8987,2864
9100,8878,5503,8992,2847
9200,8883,5504,8994,2873
9300,8894,5500,8991,2857
9400,8880,5506,8985,2846
9500,8880,5508,8984,2854
9600,8899,5494,8988,2855
9700,8880,5502,8989,2863
9800,8885,5501,8987,2867
9900,8874,5500,8989,2859
