timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,8896,5507,8992,2898
100,8881,5506,8985,2901
200,8886,5507,8992,2908
300,8886,5505,8987,2899
400,8884,5510,8993,2906
500,8882,5509,8993,2909
600,8887,5517,8988,2914
700,8883,5506,8979,2896
800,8890,5504,8987,2908
900,8887,5510,8990,2897
1000,8875,5496,8991,2903
1100,8897,5504,8986,2913
1200,8882,5514,8996,2904
1300,8884,5496,8987,2907
1400,8900,5508,8991,2897
1500,8880,5502,8985,2907
1600,8875,5505,8996,2903
1700,8887,5502,8994,2905
1800,8881,5515,8991,2899
1900,8885,5507,8991,2913
2000,8882,5503,8990,2906
2100,8882,5510,8990,2909
2200,8887,5510,8992,2899
2300,8892,5519,8999,2904
2400,8893,5504,8993,2898
2500,8887,5509,8990,2907
2600,8896,5504,8993,2915
2700,8888,5504,8985,2900
2800,8887,5503,8990,2902
2900,8901,5512,8995,2914
3000,8888,5505,8992,2912
3100,8875,5504,8994,2891
3200,8881,5505,8991,2906
3300,8889,5504,8997,2903
3400,8884,5510,8992,2907
3500,8883,5504,8990,2908
3600,8900,5504,8990,2902
3700,8877,5504,8992,2894
3800,8882,5500,8992,2905
3900,8884,5505,8987,2906
4000,8876,5502,8996,2907
4100,8876,5504,8986,2906
4200,8895,5513,8995,2899
4300,8890,5501,8989,2906
4400,8902,5499,8988,2904
4500,8881,5510,8996,2912
4600,8893,5510,8991,2907
4700,8887,5505,8986,2907
4800,8900,5508,8995,2913
4900,8878,5506,8986,2903
5000,8895,5511,9006,2898
5100,8875,5503,8993,2901
5200,8895,5503,8988,2904
5300,8892,5496,8996,2895
5400,8877,5506,8992,2906
5500,8874,5508,8996,2904
5600,8898,5510,8995,2903
5700,8888,5501,8988,2909
5800,8876,5509,8992,2908
5900,8901,5508,8996,2912
6000,8892,5508,8987,2901
6100,8885,5503,8992,2903
6200,8891,5510,8993,2905
6300,8893,5509,8983,2903
6400,8887,5510,8987,2908
6500,8886,5514,8996,2906
6600,8886,5500,8995,2898
6700,8887,5512,8987,2903
6800,8892,5503,8982,2896
6900,8880,5505,8984,2903
7000,8873,5506,8985,2900
7100,8890,5497,8986,2904
7200,8884,5508,8979,2898
7300,8865,5512,8994,2909
7400,8890,5505,8991,2904
7500,8886,5505,8998,2906
7600,8885,5501,8980,2901
7700,8889,5496,8991,2902
7800,8889,5506,8990,2905
7900,8874,5501,8990,2909
8000,8876,5508,8985,2912
8100,8876,5508,8994,2907
8200,8878,5502,8982,2903
8300,8885,5502,8988,2899
8400,8880,5512,8993,2904
8500,8871,5508,8988,2901
8600,8882,5508,8992,2900
8700,8880,5507,8981,2910
8800,8888,5503,8994,2896
8900,8880,5508,8993,2905
9000,8891,5505,8989,2915
9100,8882,5507,8991,2906
9200,8874,5504,8989,2904
9300,8873,5508,8986,2904
9400,8879,5501,8995,2903
9500,8896,5510,8992,2908
9600,8898,5503,8990,2910
9700,8888,5509,8985,2892
9800,8884,5498,8986,2905
9900,8888,5504,8988,2907
