timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,9229,5424,9015,2024
100,9253,5425,9023,2021
200,9247,5426,9014,2023
300,9236,5419,9017,2022
400,9232,5419,9015,2033
500,9249,5414,9015,2027
600,9241,5432,9019,2024
700,9246,5429,9016,2023
800,9245,5424,9017,2020
900,9251,5421,9018,2036
1000,9234,5424,9009,2019
1100,9251,5419,9021,2022
1200,9245,5417,9017,2037
1300,9234,5425,9025,2028
1400,9236,5428,9018,2026
1500,9249,5431,9023,2020
1600,9243,5423,9017,2032
1700,9240,5423,9020,2025
1800,9238,5426,9017,2033
1900,9243,5426,9018,2028
2000,9248,5426,9010,2030
2100,9229,5421,9016,2018
2200,9236,5423,9017,2019
2300,9245,5429,9017,2026
2400,9249,5425,9024,2025
2500,9249,5423,9017,2039
2600,9242,5421,9013,2029
2700,9233,5423,9022,2028
2800,9241,5426,9019,2027
2900,9252,5422,9019,2033
3000,9234,5423,9014,2025
3100,9236,5430,9016,2035
3200,9238,5426,9019,2051
3300,9249,5423,9022,2024
3400,9246,5423,9019,2031
3500,9233,5426,9017,2047
3600,9249,5428,9021,2030
3700,9241,5426,9012,2042
3800,9239,5423,9022,2033
3900,9255,5437,9017,2033
4000,9244,5428,9018,2028
4100,9249,5421,9024,2029
4200,9241,5428,9012,2039
4300,9250,5417,9023,2027
4400,9244,5423,9022,2031
4500,9246,5426,9010,2028
4600,9245,5420,9023,2026
4700,9246,5428,9015,2029
4800,9243,5420,9015,2026
4900,9239,5422,9015,2023
5000,9248,5425,9021,2032
5100,9246,5424,9023,2037
5200,9240,5429,9021,2035
5300,9245,5420,9015,2031
5400,9241,5423,9024,2030
5500,9251,5421,9017,2039
5600,9254,5421,9020,2027
5700,9244,5422,9019,2047
5800,9240,5429,9013,2029
5900,9249,5433,9012,2030
6000,9248,5428,9022,2026
6100,9253,5424,9021,2023
6200,9253,5427,9024,2026
6300,9241,5431,9011,2026
6400,9253,5432,9023,2032
6500,9249,5431,9015,2042
6600,9240,5418,9024,2025
6700,9245,5425,9021,2049
6800,9241,5423,9025,2033
6900,9239,5423,9026,2036
7000,9246,5427,9020,2041
7100,9254,5429,9008,2034
7200,9243,5424,9019,2039
7300,9238,5418,9020,2024
7400,9261,5424,9019,2024
7500,9246,5427,9018,2026
7600,9253,5427,9011,2036
7700,9244,5427,9017,2028
7800,9257,5426,9013,2039
7900,9238,5422,9020,2038
8000,9243,5423,9011,2042
8100,9249,5426,9016,2042
8200,9241,5432,9016,2033
8300,9232,5432,9032,2042
8400,9241,5423,9012,2043
8500,9248,5426,9021,2060
8600,9236,5420,9018,2024
8700,9236,5424,9021,2036
8800,9244,5429,9010,2026
8900,9255,5421,9022,2027
9000,9248,5421,9017,2026
9100,9245,5419,9019,2030
9200,9249,5425,9019,2025
9300,9253,5428,9018,2027
9400,9249,5421,9015,2019
9500,9252,5427,9018,2028
9600,9247,5421,9017,2033
9700,9241,5428,9023,2024
9800,9242,5432,9018,2030
9900,9239,5425,9015,2029
