timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,9115,5317,9511,1646
100,9105,5325,9513,1643
200,9101,5316,9497,1646
300,9108,5315,9506,1637
400,9100,5318,9497,1631
500,9104,5314,9501,1631
600,9111,5319,9503,1631
700,9105,5308,9495,1630
800,9120,5324,9506,1635
900,9110,5314,9496,1638
1000,9106,5319,9496,1628
1100,9104,5312,9503,1630
1200,9103,5312,9492,1632
1300,9109,5313,9495,1618
1400,9104,5324,9505,1628
1500,9116,5314,9493,1619
1600,9107,5315,9498,1603
1700,9105,5316,9500,1629
1800,9112,5317,9510,1620
1900,9110,5316,9500,1626
2000,9106,5311,9491,1617
2100,9114,5316,9495,1629
2200,9117,5321,9499,1627
2300,9119,5313,9494,1620
2400,9107,5316,9496,1625
2500,9107,5315,9507,1623
2600,9106,5319,9500,1618
2700,9103,5315,9501,1630
2800,9113,5307,9496,1632
2900,9098,5311,9497,1619
3000,9098,5317,9500,1614
3100,9102,5316,9509,1631
3200,9107,5316,9499,1620
3300,9119,5318,9500,1640
3400,9103,5313,9502,1620
3500,9101,5320,9499,1623
3600,9098,5319,9494,1626
3700,9102,5323,9490,1624
3800,9116,5313,9506,1622
3900,9113,5315,9503,1628
4000,9113,5312,9495,1633
4100,9110,5313,9497,1631
4200,9093,5324,9503,1609
4300,9112,5308,9498,1620
4400,9111,5318,9499,1632
4500,9109,5310,9504,1615
4600,9111,5315,9495,1625
4700,9108,5318,9495,1624
4800,9105,5316,9499,1624
4900,9113,5304,9499,1624
5000,9101,5316,9499,1626
5100,9100,5321,9500,1625
5200,9108,5311,9498,1625
5300,9101,5317,9501,1632
5400,9110,5311,9503,1623
5500,9106,5321,9498,1638
5600,9109,5319,9504,1628
5700,9114,5321,9489,1630
5800,9100,5320,9494,1626
5900,9111,5316,9486,1614
6000,9110,5313,9493,1618
6100,9112,5315,9501,1627
6200,9101,5319,9504,1621
6300,9103,5311,9498,1649
6400,9106,5326,9501,1622
6500,9110,5318,9502,1619
6600,9104,5320,9493,1625
6700,9105,5314,9503,1627
6800,9114,5315,9492,1628
6900,9101,5314,9492,1630
7000,9100,5315,9513,1625
7100,9104,5322,9499,1623
7200,9107,5311,9495,1627
7300,9112,5308,9496,1630
7400,9108,5315,9496,1621
7500,9098,5310,9501,1634
7600,9115,5330,9511,1624
7700,9094,5319,9490,1620
7800,9106,5317,9506,1635
7900,9107,5322,9496,1628
8000,9108,5319,9497,1624
8100,9097,5313,9502,1643
8200,9111,5317,9501,1618
8300,9100,5315,9502,1625
8400,9118,5319,9513,1617
8500,9106,5314,9494,1627
8600,9119,5321,9503,1630
8700,9113,5316,9493,1623
8800,9105,5321,9503,1634
8900,9112,5318,9500,1619
9000,9111,5316,9496,1629
9100,9103,5321,9503,1619
9200,9109,5310,9504,1631
9300,9105,5316,9509,1621
9400,9110,5337,9496,1624
9500,9117,5322,9497,1613
9600,9110,5324,9503,1627
9700,9109,5316,9500,1635
9800,9105,5320,9497,1627
9900,9112,5317,9511,1638
