timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,8972,5324,9503,1622
100,8971,5317,9493,1617
200,8979,5318,9497,1619
300,8976,5320,9498,1621
400,8968,5320,9500,1622
500,8973,5317,9502,1616
600,8977,5317,9495,1623
700,8966,5321,9502,1623
800,8968,5316,9496,1613
900,8978,5320,9502,1624
1000,8973,5318,9496,1621
1100,8966,5309,9497,1618
1200,8981,5320,9501,1629
1300,8976,5314,9496,1616
1400,8977,5315,9495,1628
1500,8977,5315,9494,1631
1600,8970,5312,9497,1619
1700,8980,5324,9492,1623
1800,8974,5324,9505,1623
1900,8978,5313,9498,1618
2000,8978,5316,9501,1614
2100,8988,5321,9493,1610
2200,8972,5321,9496,1614
2300,8970,5309,9492,1625
2400,8969,5313,9492,1615
2500,8966,5320,9502,1616
2600,8987,5317,9495,1621
2700,8974,5323,9495,1635
2800,8977,5316,9491,1639
2900,8973,5317,9497,1627
3000,8981,5315,9503,1617
3100,8978,5312,9502,1617
3200,8972,5320,9501,1621
3300,8982,5311,9498,1620
3400,8983,5315,9494,1629
3500,8977,5318,9489,1628
3600,8975,5321,9505,1621
3700,8986,5317,9498,1622
3800,8968,5311,9500,1617
3900,8981,5314,9496,1620
4000,8974,5321,9494,1614
4100,8971,5319,9492,1625
4200,8980,5316,9497,1618
4300,8969,5322,9504,1624
4400,8973,5315,9496,1620
4500,8979,5315,9488,1621
4600,8977,5319,9498,1627
4700,8972,5311,9502,1631
4800,8976,5312,9502,1619
4900,8977,5311,9494,1630
5000,8972,5321,9494,1622
5100,8971,5323,9494,1629
5200,8982,5314,9497,1618
5300,8974,5315,9496,1613
5400,8978,5314,9495,1624
5500,8982,5317,9497,1624
5600,8979,5322,9499,1620
5700,8979,5316,9492,1632
5800,8978,5313,9497,1628
5900,8984,5309,9497,1625
6000,8979,5311,9496,1630
6100,8983,5319,9500,1621
6200,8978,5314,9493,1622
6300,8982,5318,9493,1625
6400,8985,5316,9502,1636
6500,8976,5312,9494,1628
6600,8982,5317,9497,1624
6700,8982,5313,9495,1609
6800,8973,5312,9500,1612
6900,8969,5320,9505,1621
7000,8977,5313,9503,1626
7100,8983,5316,9502,1625
7200,8981,5308,9494,1626
7300,8980,5314,9507,1621
7400,8984,5308,9494,1613
7500,8984,5312,9499,1631
7600,8988,5310,9504,1631
7700,8979,5317,9492,1641
7800,8988,5322,9503,1623
7900,8975,5319,9493,1626
8000,8983,5308,9500,1620
8100,8979,5316,9499,1641
8200,8997,5309,9487,1624
8300,8975,5318,9496,1621
8400,8986,5318,9498,1628
8500,8974,5320,9489,1627
8600,8985,5317,9496,1626
8700,8980,5319,9502,1618
8800,8978,5312,9493,1628
8900,8978,5318,9501,1628
9000,8989,5308,9497,1616
9100,8978,5318,9499,1632
9200,8984,5315,9492,1625
9300,8975,5319,9497,1627
9400,8984,5321,9493,1617
9500,8974,5316,9498,1619
9600,8979,5312,9499,1625
9700,8987,5313,9494,1622
9800,8979,5321,9497,1626
9900,8985,5314,9503,1627
