timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,9059,5434,8933,11676
100,9061,5418,8930,11679
200,9056,5431,8921,11712
300,9056,5427,8931,11685
400,9065,5426,8928,11695
500,9051,5440,8922,11691
600,9051,5427,8924,11686
700,9045,5431,8924,11679
800,9064,5425,8933,11685
900,9058,5428,8931,11688
1000,9050,5425,8929,11699
1100,9057,5434,8926,11690
1200,9053,5430,8919,11678
1300,9042,5434,8925,11712
1400,9048,5426,8925,11702
1500,9041,5428,8931,11691
1600,9057,5429,8922,11690
1700,9047,5442,8925,11693
1800,9044,5428,8930,11683
1900,9053,5434,8930,11696
2000,9048,5433,8928,11695
2100,9059,5429,8931,11691
2200,9054,5429,8922,11689
2300,9050,5430,8920,11688
2400,9056,5436,8928,11692
2500,9062,5431,8928,11685
2600,9057,5422,8921,11690
2700,9054,5439,8920,11699
2800,9052,5436,8929,11690
2900,9039,5437,8927,11694
3000,9039,5428,8921,11688
3100,9043,5429,8930,11698
3200,9052,5433,8927,11688
3300,9045,5432,8929,11690
3400,9047,5429,8926,11687
3500,9058,5428,8911,11687
3600,9053,5433,8923,11684
3700,9042,5433,8920,11694
3800,9060,5433,8930,11697
3900,9054,5436,8928,11684
4000,9051,5437,8922,11698
4100,9055,5431,8924,11692
4200,9057,5434,8922,11702
4300,9058,5427,8931,11685
4400,9061,5430,8924,11695
4500,9056,5432,8928,11698
4600,9046,5435,8932,11693
4700,9053,5434,8926,11695
4800,9046,5432,8932,11700
4900,9062,5432,8923,11702
5000,9050,5430,8924,11693
5100,9065,5430,8922,11682
5200,9058,5434,8929,11701
5300,9042,5433,8926,11703
5400,9060,5436,8926,11700
5500,9057,5426,8918,11691
5600,9043,5425,8929,11703
5700,9063,5431,8928,11695
5800,9047,5430,8926,11695
5900,9045,5434,8927,11698
6000,9065,5430,8929,11702
6100,9059,5431,8922,11700
6200,9065,5429,8929,11690
6300,9041,5431,8928,11692
6400,9046,5425,8925,11699
6500,9047,5426,8933,11701
6600,9049,5427,8918,11697
6700,9057,5426,8919,11678
6800,9056,5429,8926,11698
6900,9050,5426,8924,11706
7000,9053,5428,8925,11691
7100,9054,5434,8931,11700
7200,9053,5434,8917,11697
7300,9042,5441,8926,11702
7400,9045,5432,8924,11708
7500,9047,5429,8927,11703
7600,9059,5431,8921,11713
7700,9048,5427,8923,11697
7800,9046,5432,8926,11700
7900,9072,5434,8931,11701
8000,9056,5436,8929,11693
8100,9062,5427,8929,11689
8200,9069,5426,8929,11701
8300,9044,5428,8930,11701
8400,9053,5434,8931,11706
8500,9055,5440,8934,11696
8600,9062,5430,8929,11695
8700,9068,5435,8929,11698
8800,9048,5436,8931,11690
8900,9065,5432,8929,11716
9000,9051,5437,8931,11692
9100,9048,5432,8928,11688
9200,9054,5434,8931,11699
9300,9050,5435,8928,11704
9400,9054,5428,8930,11712
9500,9051,5430,8931,11701
9600,9066,5434,8938,11702
9700,9051,5433,8929,11699
9800,9045,5434,8929,11704
9900,9056,5431,8930,11713
