timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,9216,5420,9031,1993
100,9221,5420,9028,2004
200,9230,5421,9036,1988
300,9208,5426,9033,1995
400,9215,5423,9028,1993
500,9222,5430,9033,1996
600,9220,5423,9037,1989
700,9225,5431,9041,1995
800,9225,5426,9045,1992
900,9222,5420,9034,1991
1000,9209,5427,9024,2002
1100,9223,5423,9033,1996
1200,9211,5421,9029,2000
1300,9223,5423,9035,1995
1400,9224,5423,9038,2003
1500,9224,5423,9029,1990
1600,9234,5424,9040,1995
1700,9226,5412,9034,1995
1800,9233,5425,9033,1999
1900,9223,5421,9025,2005
2000,9230,5427,9033,1995
2100,9234,5423,9026,1984
2200,9222,5421,9029,1997
2300,9207,5423,9034,1997
2400,9209,5424,9042,1991
2500,9231,5423,9041,1983
2600,9224,5420,9029,1997
2700,9222,5426,9038,1998
2800,9235,5417,9038,2012
2900,9207,5418,9030,1994
3000,9223,5418,9036,1998
3100,9221,5421,9036,1999
3200,9214,5419,9040,2008
3300,9224,5419,9038,2022
3400,9223,5423,9038,2002
3500,9222,5423,9037,2015
3600,9219,5418,9040,1990
3700,9236,5413,9029,1993
3800,9214,5422,9034,1993
3900,9219,5425,9032,2002
4000,9230,5427,9035,2000
4100,9225,5426,9033,2011
4200,9218,5423,9029,2003
4300,9223,5416,9035,1998
4400,9232,5420,9033,2008
4500,9222,5424,9040,1994
4600,9222,5429,9030,1997
4700,9209,5418,9043,2017
4800,9229,5427,9034,2002
4900,9229,5415,9030,2016
5000,9205,5418,9035,1994
5100,9228,5421,9038,1983
5200,9218,5420,9033,2000
5300,9226,5416,9035,1999
5400,9230,5419,9035,1995
5500,9225,5423,9036,1985
5600,9239,5410,9032,1998
5700,9214,5413,9039,1998
5800,9232,5417,9040,2002
5900,9230,5413,9030,2002
6000,9223,5423,9039,1998
6100,9220,5419,9037,2015
6200,9231,5426,9032,2012
6300,9225,5420,9034,2000
6400,9232,5429,9036,1998
6500,9223,5425,9036,1998
6600,9221,5417,9036,2009
6700,9231,5418,9035,2001
6800,9238,5413,9033,1991
6900,9225,5424,9036,1994
7000,9232,5422,9031,1995
7100,9217,5428,9032,1996
7200,9226,5420,9038,1995
7300,9221,5421,9024,2002
7400,9223,5419,9039,2011
7500,9235,5426,9035,1998
7600,9215,5415,9034,2000
7700,9224,5422,9033,1997
7800,9229,5423,9028,2001
7900,9226,5419,9040,1997
8000,9218,5427,9032,1994
8100,9223,5426,9040,2015
8200,9217,5424,9035,1993
8300,9237,5415,9035,1998
8400,9208,5426,9026,1990
8500,9234,5422,9034,2005
8600,9223,5414,9042,2007
8700,9223,5421,9024,2008
8800,9219,5428,9039,1996
8900,9239,5421,9043,2000
9000,9225,5420,9032,1997
9100,9238,5417,9033,1997
9200,9235,5417,9038,1998
9300,9226,5414,9036,2009
9400,9222,5423,9039,1996
9500,9221,5420,9034,2011
9600,9200,5424,9035,2003
9700,9221,5425,9033,1993
9800,9218,5420,9036,1998
9900,9221,5422,9034,1998
