timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,9246,5426,9024,2051
100,9238,5420,9026,2060
200,9248,5418,9029,2057
300,9242,5419,9024,2043
400,9244,5424,9021,2059
500,9247,5426,9030,2045
600,9243,5418,9022,2039
700,9241,5424,9019,2051
800,9249,5422,9017,2058
900,9240,5421,9020,2066
1000,9243,5427,9024,2061
1100,9233,5431,9025,2051
1200,9242,5427,9026,2054
1300,9254,5424,9013,2053
1400,9248,5426,9019,2040
1500,9249,5427,9024,2049
1600,9233,5429,9030,2047
1700,9250,5427,9031,2052
1800,9245,5428,9023,2045
1900,9244,5424,9017,2059
2000,9250,5425,9027,2057
2100,9241,5419,9028,2059
2200,9243,5423,9025,2068
2300,9241,5419,9020,2052
2400,9249,5425,9016,2058
2500,9250,5421,9031,2055
2600,9237,5427,9022,2063
2700,9245,5419,9022,2057
2800,9235,5428,9014,2052
2900,9253,5421,9019,2065
3000,9251,5424,9023,2070
3100,9235,5417,9029,2053
3200,9249,5425,9017,2052
3300,9242,5428,9015,2058
3400,9246,5427,9025,2055
3500,9238,5427,9023,2064
3600,9247,5420,9026,2058
3700,9236,5428,9026,2044
3800,9232,5426,9021,2051
3900,9236,5434,9021,2057
4000,9251,5423,9023,2070
4100,9238,5424,9028,2054
4200,9250,5416,9025,2042
4300,9242,5426,9021,2056
4400,9238,5423,9029,2052
4500,9226,5426,9020,2068
4600,9256,5426,9033,2054
4700,9227,5425,9033,2057
4800,9231,5431,9026,2060
4900,9239,5420,9017,2067
5000,9246,5426,9035,2036
5100,9247,5428,9019,2059
5200,9243,5419,9027,2055
5300,9241,5420,9024,2068
5400,9236,5422,9019,2057
5500,9225,5414,9028,2062
5600,9241,5425,9023,2059
5700,9242,5421,9021,2064
5800,9247,5432,9026,2070
5900,9245,5428,9022,2061
6000,9247,5425,9022,2073
6100,9243,5421,9028,2066
6200,9245,5418,9024,2058
6300,9239,5422,9025,2058
6400,9237,5425,9020,2052
6500,9255,5417,9026,2070
6600,9239,5426,9029,2059
6700,9241,5430,9026,2069
6800,9244,5430,9028,2071
6900,9248,5427,9025,2063
7000,9248,5428,9022,2073
7100,9240,5428,9021,2049
7200,9247,5420,9025,2061
7300,9242,5427,9021,2069
7400,9251,5416,9022,2048
7500,9229,5421,9018,2056
7600,9243,5414,9026,2053
7700,9241,5427,9020,2070
7800,9235,5422,9028,2056
7900,9242,5422,9032,2074
8000,9242,5424,9031,2068
8100,9250,5425,9023,2043
8200,9244,5427,9021,2068
8300,9233,5435,9022,2074
8400,9243,5422,9010,2065
8500,9248,5426,9022,2064
8600,9237,5431,9023,2058
8700,9248,5425,9030,2077
8800,9231,5432,9032,2062
8900,9240,5418,9025,2076
9000,9240,5426,9021,2059
9100,9252,5420,9030,2072
9200,9242,5420,9029,2063
9300,9247,5431,9027,2054
9400,9247,5423,9037,2063
9500,9236,5422,9020,2061
9600,9230,5418,9029,2077
9700,9241,5426,9024,2058
9800,9240,5429,9027,2058
9900,9235,5426,9034,2063
