timestamp,ph_raw,orp_raw,turbidity_raw,tds_raw
0,9055,5431,8927,11742
100,9051,5430,8922,11761
200,9059,5435,8930,11758
300,9061,5437,8935,11735
400,9048,5432,8919,11743
500,9054,5431,8928,11737
600,9067,5439,8929,11756
700,9056,5438,8923,11728
800,9063,5438,8924,11745
900,9052,5434,8928,11757
1000,9062,5431,8924,11757
1100,9044,5431,8924,11743
1200,9056,5427,8933,11739
1300,9049,5433,8928,11741
1400,9051,5431,8931,11767
1500,9045,5436,8932,11727
1600,9061,5435,8925,11748
1700,9059,5429,8922,11737
1800,9062,5427,8927,11733
1900,9059,5435,8926,11749
2000,9060,5435,8924,11746
2100,9074,5435,8927,11737
2200,9047,5437,8923,11729
2300,9078,5441,8928,11731
2400,9052,5432,8930,11740
2500,9054,5432,8925,11731
2600,9050,5439,8924,11756
2700,9060,5435,8929,11753
2800,9053,5431,8926,11738
2900,9071,5430,8933,11741
3000,9045,5434,8930,11738
3100,9049,5435,8927,11739
3200,9050,5435,8928,11738
3300,9061,5428,8933,11739
3400,9063,5431,8923,11743
3500,9064,5433,8929,11735
3600,9054,5438,8922,11739
3700,9058,5433,8926,11736
3800,9055,5435,8920,11745
3900,9058,5432,8922,11750
4000,9050,5430,8922,11731
4100,9062,5436,8924,11748
4200,9065,5434,8917,11733
4300,9055,5434,8932,11746
4400,9070,5440,8924,11743
4500,9065,5433,8928,11741
4600,9051,5429,8924,11737
4700,9065,5443,8926,11744
4800,9048,5436,8933,11744
4900,9076,5434,8928,11734
5000,9041,5433,8932,11746
5100,9052,5430,8928,11753
5200,9044,5431,8923,11728
5300,9059,5431,8934,11732
5400,9070,5441,8933,11742
5500,9071,5434,8925,11742
5600,9061,5440,8923,11738
5700,9053,5436,8931,11739
5800,9060,5435,8932,11746
5900,9062,5443,8932,11735
6000,9054,5436,8929,11754
6100,9067,5430,8924,11748
6200,9050,5440,8930,11742
6300,9049,5435,8929,11746
6400,9053,5436,8928,11731
6500,9061,5449,8924,11732
6600,9079,5442,8930,11734
6700,9049,5437,8928,11742
6800,9066,5432,8929,11744
6900,9060,5428,8930,11743
7000,9061,5435,8927,11748
7100,9041,5439,8935,11733
7200,9072,5433,8927,11747
7300,9066,5435,8935,11755
7400,9063,5439,8929,11735
7500,9053,5436,8933,11741
7600,9057,5436,8923,11741
7700,9060,5440,8920,11734
7800,9054,5441,8925,11739
7900,9054,5430,8924,11735
8000,9065,5439,8929,11744
8100,9056,5438,8927,11733
8200,9053,5436,8922,11740
8300,9058,5437,8928,11744
8400,9052,5434,8933,11742
8500,9061,5441,8928,11739
8600,9048,5433,8931,11740
8700,9059,5433,8927,11735
8800,9056,5433,8919,11744
8900,9050,5436,8926,11738
9000,9048,5437,8931,11742
9100,9055,5438,8926,11739
9200,9047,5431,8922,11747
9300,9050,5440,8931,11739
9400,9056,5435,8930,11732
9500,9047,5433,8924,11748
9600,9067,5440,8928,11737
9700,9060,5441,8934,11744
9800,9050,5438,8928,11743
9900,9061,5438,8925,11738
